event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_best
KHM1764,"09 December 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,2,"States News Service (United States)",International,"On 09 December 2014, groups of between 100 and 200 protesters each marched along National Routes 1 through 7 towards Phnom Penh. The protesters planned to deliver petitions to the National Assembly, or parliament, on 10 December, to mark Human Rights Day.",0,,1700605345,
KHM1761,"01 December 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,Kandal,"Angk Snuol",Peuk,"Angk Snuol",11.5065,104.7159,2,"Phnom Penh Post",National,"On 01 December 2014, about 1,600 striking workers demonstrated in front of Now Corp., a garment factory in Kandal's Ang Snuol district. The workers demanded $15 for accommodation or transportation, $26 per month for lunch and allowing pregnant workers to leave 15 minutes before the workday ends.",0,,1618561235,
KHM1762,"01 December 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 01 December 2014, about 100 workers demonstrated outside UDS Garment Co., in Phnom Penh, to protest against the firing of three Free Trade Union (FTU) representatives.",0,,1700605345,
KHM1760,"26 November 2014",2014,1,"Political violence; Demonstrations",Protests,"Excessive force against protesters","Protesters (Cambodia)",,Protesters,"Rioters (Cambodia)",,Rioters,Rioters-Protesters,"Civilian targeting",116,"Southeast Asia",Cambodia,Kandal,"Ta Khmau","Kampong Samnanh","Ta Khmau",11.4464,104.9455,3,"Phnom Penh Post",National,"On 26 November 2014, a group of men allegedly showed up at a protest in Kandal Province, attempted to steal equipment and beat several strikers, leaving at least five workers injured.",0,,1649284570,
KHM1759,"26 November 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Farmers (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 26 November 2014, twenty Boeung Chhouk community members marched to government offices to protest against the impending loss of land.",0,,1700605345,
KHM1758,"24 November 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 24 November 2014, striking workers from Chim Li garment factory blocked National Road 4 in Phnom Penh for about two hours, as workers demanded government intervention to solve their grievances. They demanded for the management to reinstate a fired employee and pay a daily lunch allowance of 4,000 riel ($1), among other points.",0,,1700605345,
KHM1757,"19 November 2014",2014,1,"Strategic developments","Strategic developments",Other,"Unidentified Armed Group (Cambodia)",,"Political militia","Civilians (Cambodia)",,Civilians,"Political militia-Civilians",,116,"Southeast Asia",Cambodia,Battambang,Samlout,Samlout,Samlout,12.6707,102.741,2,"Phnom Penh Post",National,"On 19 November 2014, a man was seriously injured and lost his left leg when he stepped on an antipersonnel mine, in Chork Rokar village (Samlot district, Battambang).",0,,1649284570,
KHM1755,"17 November 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 17 November 2014, about a hundred villagers from Preah Vihear province who had been staying in Phnom Penh for almost three months gathered in front of the National Assembly. They asked the government for a speedy resolution to their land dispute with a ruling party lawmaker.",0,,1700605345,
KHM1756,"17 November 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 17 November 2014, about 600 striking workers marched to the National Assembly and Ministry of Labour in Phnom Penh, hitting empty pots with spoons. They delivered petitions pleading for government intervention, as the Chuen Leu garment factory refused to pay them seniority bonuses.",0,,1700605345,
KHM1754,"16 November 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 16 November 2014, hundreds of people gathered in front of Phnom Penh's Prey Sar prison to demand the release of 17 incarcerated activists, monks and opposition members.",0,,1700605345,
KHM1753,"14 November 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia); Students (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"States News Service (United States)",International,"On 14 November 2014, around 300 land campaigners, students and union members protested at the National Assembly in Phnom Penh, They claimed the recent arrests of 16 people were politically motivated, and demanded that the prisoners be freed unconditionally.",0,,1700605345,
KHM1752,"12 November 2014",2014,2,"Political violence","Violence against civilians",Attack,"Private Security Forces (Cambodia)",,"External/Other forces","Civilians (Cambodia)","Farmers (Cambodia)",Civilians,"External/Other forces-Civilians","Civilian targeting",116,"Southeast Asia",Cambodia,"Koh Kong","Kiri Sakor","Phnhi Meas","Kiri Sakor",11.1104,103.1731,2,"Phnom Penh Post",National,"In the week of 9-15 November, security guards for Chinese firm Union Development Group razed two villages in Koh Kong province, destroyed 14 homes and attacked villagers with stones, axes and knives. The villagers, from Kiri Sakor district, are involved in a land dispute with the company.",0,,1618561234,
KHM1751,"12 November 2014",2014,1,Demonstrations,Protests,"Protest with intervention","Protesters (Cambodia)","Women (Cambodia)",Protesters,"Police Forces of Cambodia (1993-)",,"State forces","State forces-Protesters",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,AFP,International,"On 12 November 2014, a group composed of three female land rights activists and a defrocked monk protested outside the Phnom Penh Municipal Court to demand the release of seven activists who were jailed for blocking traffic during a protest. The four were arrested and sentenced to one year in prison each.",0,,1700605345,
KHM1750,"10 November 2014",2014,1,Demonstrations,Protests,"Protest with intervention","Protesters (Cambodia)","Boeung Kak Communal Group (Cambodia); Women (Cambodia)",Protesters,"Police Forces of Cambodia (1993-)",,"State forces","State forces-Protesters",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,AFP,International,"On 10 November 2014, several dozen protesters blocked the road outside Phnom Penh City Hall to protest against flooding in their homes located in Boeung Kak neighbourhood. Seven female land rights activists were arrested and sentenced to one year in prison each for blocking traffic.",0,"crowd size=several dozen",1700605345,
KHM1748,"04 November 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Kampong Cham","Cheung Prey",Soutib,"Cheung Prey",12.0568,105.0747,2,"Phnom Penh Post",National,"On 04 November 2014, more than 200 people demonstrated in front of Juhui Footwear, in Cheung Prey district, Kampong Cham province. The protesters showed support to the workers arrested after a violent protest in October.",0,,1618561233,
KHM1749,"04 November 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Koh Kong","Khemara Phoumin","Smach Mean Chey","Khemarak Phoumin",11.6153,102.9838,1,"Phnom Penh Post",National,"On 04 November 2014, more than 100 demonstrators staged an anti-eviction protest in front of Koh Kong province's City Hall. The group demonstrated in support of a jailed community representative who was denied bail.",0,,1618561234,
KHM1746,"03 November 2014",2014,1,Demonstrations,Protests,"Protest with intervention","Protesters (Cambodia)",,Protesters,"Police Forces of Cambodia (1993-)","Military Forces of Cambodia (1993-)","State forces","State forces-Protesters",,116,"Southeast Asia",Cambodia,"Koh Kong","Khemara Phoumin","Smach Mean Chey","Khemarak Phoumin",11.6153,102.9838,1,"Phnom Penh Post",National,"On 03 November 2014, police and military police cracked down on more than 100 anti-eviction protesters who were blocking the Koh Kong bridge. The villagers, locked in a dispute with the company that manages the Koh Kong Special Economic Zone, demonstrated in support of a jailed community representative. At least one woman was injured.",0,,1618561233,
KHM1747,"03 November 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 03 November 2014, more than 200 garment workers from Huey Chue factory blocked the road in front of the Ministry of Labour in Phnom Penh until officials accepted their petition for assistance. The workers demanded the payment of seniority benefits, the reinstatement of a fired coworker and the rehirement of roughly 200 people the company fired.",0,,1700605345,
KHM1745,"01 November 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Preah Vihear","Preah Vihear","Kampong Pranak","Tbaeng Meanchey",13.8073,104.9804,1,"Phnom Penh Post",National,"On 01 November 2014, owners of handicraft and furniture shops protested with workers and villagers against the local forestry administration officials in Preah Vihear town (Tbaeng Mean Chey city). The officials raided their shops, seizing raw timber and finished products.",0,,1618561233,
KHM1744,"30 October 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Farmers (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Tboung Khmum",Suong,"Vihear Luong","Tbong Khmum",11.971,105.6557,2,"Phnom Penh Post",National,"On 30 October 2014, more than 300 people from communities in a land dispute with Memot Rubber Plantation Co blocked a portion of National Road 7 in Tbong Khmum province's Tbong Khmum district. The protesters, representing 638 families from different parts of Khnong Kropeu village, wanted to put pressure on authorities to grant them legal land titles.",0,,1618561233,
KHM1743,"26 October 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 26 October 2014, almost 100 workers protested outside the Ministry of Labour, in Phnom Penh, calling on the government to scrap a law forbidding people with criminal convictions from registering a union.",0,,1700605345,
KHM1742,"25 October 2014",2014,1,Demonstrations,Riots,"Violent demonstration","Rioters (Cambodia)","Labor Group (Cambodia)",Rioters,"Police Forces of Cambodia (1993-)",,"State forces","State forces-Rioters",,116,"Southeast Asia",Cambodia,"Kampong Cham","Cheung Prey",Soutib,"Cheung Prey",12.0568,105.0747,2,"Local Source",International,"On 25 October 2014, more than 200 demonstrators burned a factory gate and hurled stones at the police, at Juhui footwear factory in Choeung Prey district of the eastern Kampong Cham province. They were dispersed by the police. Eight officers were injured and 10 demonstrators were arrested. The workers demanded higher wages and better working conditions.",0,,1618561233,
KHM1740,"20 October 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Farmers (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 20 October 2014, more than 200 people from eight communities in danger of losing land due to a railroad project funded by the Asian Development Bank (ADB) protested outside of its offices, in Phnom Penh",0,,1700605345,
KHM1741,"20 October 2014",2014,1,"Political violence; Demonstrations",Protests,"Excessive force against protesters","Protesters (Cambodia)","Farmers (Cambodia)",Protesters,"Police Forces of Cambodia (1993-)",,"State forces","State forces-Protesters","Civilian targeting",116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 20 October 2014, about 100 people representing 333 families in Choam Ksan district's Kantuot commune and Tbeng Meanchey district's Palhal commune marched in Phnom Penh to the Chinese, Russian and Australian embassies. As they attempted to deliver petitions to Prime Minister Hun Sen, they were violently attacked by the police. At least 18 people were injured.",0,,1700605345,
KHM1738,"17 October 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,AFP,International,"On 17 October 2014, around 300 survivors of the Khmer Rouge regime protested outside the Court in Phnom Penh, as the trials of two former leaders resumed. The protesters demanded monetary compensation for their suffering.",0,,1700605345,
KHM1739,"17 October 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Buddhist Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,Xinhua,International,"On 17 October 2014, more than 100 human rights activists, youths and Buddhist monks marched on the streets in Phnom Penh to protest against a refugee deal that Cambodia signed with Australia last month. Under the deal, Australia will send refugees, who intend to seek asylum in Australia, to resettle in Cambodia.",0,,1700605345,
KHM1737,"13 October 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Kuoy Ethnic Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Preah Vihear","Preah Vihear","Kampong Pranak","Tbaeng Meanchey",13.8073,104.9804,1,"Phnom Penh Post",National,"On 13 October 2014, about 80 villagers marched in Tbaeng Meanchey to seek the intervention of the central government in their dispute. Accompanying the protesters were 40 ethnic Kuoy villagers. They attempted to marched to the National Assembly but were blocked by security forces. No violence occurred.",0,,1618561232,
KHM1735,"13 October 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 13 October 2014, some 2,000 unionists marched to several embassies in Phnom Penh and set up a meeting between labour leaders and parliamentarians at the National Assembly. The group support an increase in the monthly minimum wage to $177 in Cambodia's garment sector.",0,,1700605345,
KHM1736,"13 October 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 13 October 2014, about 100 residents of Boeung Chhouk community protested outside the City Hall, in Phnom Penh. They demanded that authorities issue them land titles and end court action against six of their representatives.",0,,1700605345,
KHM1786,"13 October 2014",2014,1,"Political violence","Violence against civilians",Attack,"Police Forces of Cambodia (1993-)",,"State forces","Civilians (Cambodia)","Former KPNLF: Khmer People's National Liberation Front (Cambodia)",Civilians,"State forces-Civilians","Civilian targeting",116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 13 October 2014, three representatives of the Khmer People's National Liberation Front were physically assaulted in Phnom Penh (Phnom Penh) by Daun Penh district security guards while attempting to file a letter to city hall requesting permission to hold an anti-Vietnam protest.",0,,1700605345,
KHM1733,"12 October 2014",2014,1,"Political violence","Violence against civilians",Attack,"Police Forces of Cambodia (1993-)","Unidentified Armed Group (Cambodia)","State forces","Civilians (Cambodia)","Journalists (Cambodia)",Civilians,"State forces-Civilians","Civilian targeting",116,"Southeast Asia",Cambodia,Kratie,Snuol,Snuol,Snuol,12.0724,106.4207,3,"Phnom Penh Post",National,"On 12 October 2014, a journalist from Khmer Journalists Democracy (KJD) was fatally shot in Kratie province while investigating illegal logging near the border with Mondulkiri province. The suspect of the shooting is a police officer in Sre Chhouk commune in Keo Seima district, and also a timber trader. Some officers said that the journalist had been extorting luxury wood from the suspect.",1,,1649284570,
KHM1734,"12 October 2014",2014,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Cambodia)",,"Political militia","Civilians (Cambodia)","Journalists (Cambodia)",Civilians,"Political militia-Civilians","Civilian targeting",116,"Southeast Asia",Cambodia,"Preah Vihear","Preah Vihear","Kampong Pranak","Tbaeng Meanchey",13.8073,104.9804,3,"States News Service (United States)",International,"On 12 October 2014, two journalists were allegedly assaulted by a group of suspects smuggling luxury wood, in northern Preah Vihear province. They claim when they encountered a vehicle they believed to be hauling illegal timber and took pictures of the cargo, the smugglers surrounded them and began to beat them with their helmets and sticks.",0,,1649284570,
KHM1732,"11 October 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 11 October 2014, around 40 drivers of the city's new public buses protested in front of the night market in Phnom Penh. They demanded a higher wage, but an official said they were 'confused' about the salary agreement.",0,,1700605345,
KHM1731,"09 October 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Boeung Kak Communal Group (Cambodia); Women (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 09 October 2014, about 20 former residents from Boeung Kak lake community protested in front of a land measurement process in Phnom Penh for two former residents who were given plots by the City Hall. They protesters, who accepted $8,500 to relocate years ago, now say that the compensation was inadequate.",0,,1700605345,
KHM1730,"08 October 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Buddhist Group (Cambodia); Khmer Krom Ethnic Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 08 October 2014, more than 100 ethnic minority Khmer Krom monks and activists concluded their 5-day protest against a former Vietnamese diplomat. The group marched in Phnom Penh from the Freedom Park to the Vietnamese embassy, which was fortified by riot- police and metal barricades.",0,,1700605345,
KHM1729,"07 October 2014",2014,1,"Political violence",Riots,"Mob violence","Rioters (Cambodia)","Farmers (Cambodia)",Rioters,"Civilians (Cambodia)","Labor Group (Cambodia)",Civilians,Rioters-Civilians,"Civilian targeting",116,"Southeast Asia",Cambodia,"Preah Vihear",Kuleaen,"Kuleaen Cheung",Kuleaen,13.8214,104.6982,2,"Phnom Penh Post",National,"On 07 October 2014, more than 200 villagers in Kulen district (Preah Vihear province) set fire to an economic land concessionaire's property after the company, Seladamex, said the residents would have to wear official identification to enter and farm on what they say is their own land.",0,,1618561231,
KHM1726,"06 October 2014",2014,1,Demonstrations,Riots,"Violent demonstration","Rioters (Cambodia)","Labor Group (Cambodia)",Rioters,"Rioters (Cambodia)","Labor Group (Cambodia)",Rioters,Rioters-Rioters,,116,"Southeast Asia",Cambodia,"Kampong Cham","Kampong Cham","Kampong Cham","Kampong Cham",11.9933,105.4635,1,"Phnom Penh Post",National,"On 06 October 2014, a clash occurred between striking workers and managers and workers in Juhui Footwear factory, in Kampong Cham City. A factory manager said the mob broke through their gate and threw shoes, rocks and other projectiles, injuring three, while one worker said the managers provoked assaults to the strikers, ordering other workers to gather rocks, and that they first threw water bottles at strikers, then also grabbed and slapped women.",0,,1552577403,
KHM1727,"06 October 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Buddhist Group (Cambodia); Farmers (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"States News Service (United States)",International,"On 06 October 2014, about 3,000 Cambodians, including villagers victims of land grabs, activists and monks, marched to parliament and Prime Minister Hun Sen's residence in Phnom Penh in a bid to highlight the plight of the landless on World Habitat Day.",0,,1700605345,
KHM1728,"06 October 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Buddhist Group (Cambodia); Khmer Krom Ethnic Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 06 October 2014, hundreds of Khmer Krom protesters marched to the French Embassy and the Council of Ministers in Phnom Penh. The group called for support in their demands for an apology from Vietnam over comments made four months ago by a former embassy spokesman.Protesters handed out leaflets promoting the boycott of Vietnamese products.",0,,1700605345,
KHM1724,"05 October 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Teachers (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 05 October 2014, teachers marched in Phnom Penh to mark World Teachers Day demanding salaries commensurate with living expenses. Hundreds of armed policemen blocked the access to the prime minister's house and the Ministry of Education.",0,,1700605345,
KHM1725,"05 October 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Buddhist Group (Cambodia); Khmer Krom Ethnic Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 05 October 2014, for the second running day, about 100 ethnic minority Khmer Krom monks and activists set Vietnamese flags on fire, in front of the Vietnamese Embassy, in Phnom Penh. The group demanded an apology from a Vietnamese diplomat, and for him to recognize that Kampuchea Krom, which is now a part of Vietnam, is Cambodia's former territory.",0,,1700605345,
KHM1723,"04 October 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Buddhist Group (Cambodia); Khmer Krom Ethnic Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,Xinhua,International,"On 04 October 2014, about 100 ethnic minority Khmer Krom monks and activists set Vietnamese flags on fire for the second time, in front of the Vietnamese Embassy, in Phnom Penh. The group demanded a Vietnamese diplomat to recognize that Kampuchea Krom, which is now a part of Vietnam, is Cambodia's former territory.",0,,1700605345,
KHM1722,"03 October 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Buddhist Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,Xinhua,International,"On 03 October 2014, approximately 100 Buddhist monks on marched in Phnom Penh amid rumors that the Ministry of Cults and Religion has leased a parcel of the iconic Buddhist Institute's land to a nearby NagaWorld hotel and casino. Anti-riot police was present, but no clashes occurred.",0,,1700605345,
KHM1720,"30 September 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Buddhist Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 30 September 2014, more than 20 monks from Siem Reap protested in Phnom Penh in support of two fellow monks who had been defrocked and jailed after accusations that they were using drugs, drinking alcohol and having sex with women. The protesters claim the persecuted duo are victims of plot to remove them from the Po Lanka Pagoda in the province.",0,,1700605345,
KHM1721,"30 September 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Farmers (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 30 September 2014, about 200 villagers from Kampong Speu province protested outside ANZ Royal Bank in Phnom Penh. The group called for the public to stop using its services following unanswered calls for compensation over alleged land grabbing by ruling party Senator Ly Yong Phat, who financed his agro-concessions with loans from the bank.",0,,1700605345,
KHM1717,"29 September 2014",2014,1,"Political violence",Battles,"Armed clash","Military Forces of Cambodia (1993-)",,"State forces","Military Forces of Thailand (2014-2019)",,"External/Other forces","State forces-External/Other forces",,116,"Southeast Asia",Cambodia,"Preah Vihear","Choam Ksant","Choam Ksant","Choam Ksant",14.2154,104.9411,2,"Phnom Penh Post",National,"On 29 September 2014, one Cambodian soldier was shot three times and a Thai soldier was reportedly injured in a brief exchange of gunfire on the Cambodian Thai border in the vicinity of Preah Vihear temple, near the An Ses border crossing (Choam Khsant district, Preah Vihear Province). Top military commanders in the area had gone to visit the area to determine the cause of the incident, but the situation at the border was normal.",0,,1649284570,
KHM1718,"29 September 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Former CPK: Communist Party of Kampuchea",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 29 September 2014, a group of former Khmer Rouge soldiers from Banteay Meanchey's Malai district left their temporary base at a local pagoda and marched to the Council of Ministers in Phnom Penh over a land dispute.",0,,1700605345,
KHM1719,"29 September 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 29 September 2014, nearly one hundred people from three provinces (Battambang, Pailin and Preah Sihanouk) gathered at Freedom Park in Phnom Penh to demand that the government help them solve their land disputes.",0,,1700605345,
KHM1716,"26 September 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Buddhist Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,Xinhua,International,"On 26 September 2014, about 200 human rights activists, youths and Buddhist monks gathered in front of the Australian Embassy in Phnom Penh to protest against an Aussie plan to send asylum seekers to Cambodia. Hundreds of security forces have been deployed to safeguard the Embassy but no violence has occurred.",0,,1700605345,
KHM1715,"18 September 2014",2014,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Boeung Kak Communal Group (Cambodia); Women (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 18 September 2014, villagers displaced by a development project at Phnom Penh's Boeung Kak Lake marched to the World Bank offices to demand the organization to reconsider a potential loan of $25 million for the development of land concessions. Forty families say that they had not received compensation or a 'just resolution' in their dispute.",0,,1700605345,
